n, m, k, value, time, valid, solution
100, 10, 5, 29982.7970, 1800.5237, 1, 0 1 2 0 1 0 3 4 4 1 3 4 2 1 4 4 1 3 0 0 2 0 3 3 4 4 1 0 4 1 1 3 1 0 4 3 1 3 0 3 4 1 4 3 3 0 3 3 4 3 1 1 1 2 2 2 0 0 1 0 4 2 4 2 2 2 1 2 0 3 0 3 2 4 2 3 4 4 2 2 2 0 0 0 1 4 3 0 3 2 1 4 1 3 2 0 0 4 2 1 
100, 10, 10, 67278.2330, 1800.8732, 1, 0 1 2 2 3 4 2 4 5 6 0 3 1 7 4 2 8 5 7 0 0 5 8 8 6 3 5 6 1 7 9 9 1 4 5 6 6 9 7 3 9 6 5 0 9 7 7 1 8 0 0 2 9 3 6 3 8 0 4 1 2 8 7 9 2 7 7 9 3 1 8 2 1 8 3 1 8 4 5 6 6 4 1 5 5 3 0 4 4 7 4 8 2 9 5 8 0 9 2 9 
100, 10, 20, 78348.8930, 1800.6925, 1, 0 1 2 3 4 4 5 6 7 8 9 10 11 11 6 12 8 13 14 15 3 11 16 2 3 4 12 17 18 19 15 8 1 15 1 12 19 15 14 0 18 9 14 2 17 2 16 16 3 7 19 10 14 3 5 6 8 1 8 17 10 0 7 0 11 0 7 11 13 7 6 18 12 13 18 5 16 17 9 12 13 17 5 4 18 10 9 19 10 6 16 5 2 4 15 19 1 9 13 14 
100, 20, 5, 87619.3060, 1800.7660, 1, 0 1 0 2 0 2 3 0 1 3 4 2 1 4 2 1 1 3 3 1 1 4 1 2 4 2 4 0 0 4 1 3 1 2 1 4 1 3 4 3 0 3 2 1 0 3 4 0 0 4 0 0 3 2 2 0 3 2 4 2 4 0 3 4 3 4 2 3 0 0 4 3 1 2 3 1 4 4 2 4 0 4 0 1 3 0 0 3 3 2 3 2 1 0 1 1 4 2 2 2 
100, 20, 10, 123066.9430, 1800.5913, 1, 0 0 1 2 3 4 0 5 6 6 7 8 3 1 5 5 0 6 4 6 2 6 6 7 6 0 5 2 9 4 5 7 9 8 8 9 2 9 6 4 8 1 7 1 3 5 8 9 0 7 9 2 9 4 1 3 2 2 7 9 3 7 5 1 8 2 5 9 5 1 1 1 6 5 8 4 0 3 3 0 7 1 4 2 0 9 4 0 4 7 0 1 8 8 3 2 6 8 4 3 
100, 20, 20, 124338.1820, 1800.5431, 1, 0 1 2 1 3 4 5 5 6 7 8 9 10 11 5 0 6 12 13 14 15 8 9 8 16 1 16 17 15 13 10 7 3 6 17 12 18 19 19 2 14 18 8 6 17 11 10 3 10 8 19 13 19 15 2 16 15 18 11 0 19 7 14 4 7 4 9 1 12 4 10 18 12 0 14 13 4 16 17 6 2 12 15 3 5 11 2 5 11 7 16 9 0 3 9 18 13 14 1 17 
500, 2, 5, 42.8960, 1800.0670, 1, 0 1 0 0 2 1 3 1 4 4 2 3 1 4 2 1 3 3 0 2 4 2 0 1 2 1 1 1 0 3 1 0 3 4 4 1 4 1 3 4 2 3 0 3 4 2 3 0 4 1 4 4 2 1 4 3 3 0 4 2 2 0 3 4 4 4 1 4 2 2 1 3 3 0 1 4 1 4 4 1 3 4 1 4 3 0 4 3 2 1 2 2 2 0 3 3 2 4 4 3 1 0 2 1 4 1 1 4 2 0 4 1 2 1 3 3 0 2 2 4 0 3 4 3 3 2 4 3 3 4 3 3 2 0 4 1 4 4 2 3 1 1 4 0 3 3 0 1 1 0 1 3 3 0 0 0 4 4 2 3 4 0 1 2 0 4 1 1 2 1 1 3 0 3 0 0 2 2 0 1 4 2 0 2 2 1 1 4 2 0 2 2 3 3 1 4 2 3 2 1 1 4 4 1 4 2 0 1 0 3 2 0 1 2 4 1 3 4 4 0 0 2 3 1 4 2 1 4 2 3 3 1 3 0 1 3 3 4 0 1 2 2 1 3 1 0 2 4 3 1 0 4 4 4 2 1 4 1 0 2 1 2 0 3 4 1 0 0 4 1 2 3 3 0 3 2 0 0 3 3 2 2 0 1 1 3 0 1 2 0 2 1 4 3 3 1 2 0 0 2 0 1 0 0 4 3 0 1 1 0 3 1 0 2 0 2 1 4 4 3 4 1 0 2 0 1 4 0 0 3 2 2 3 3 3 3 3 3 1 3 2 2 4 3 4 3 2 1 0 3 2 2 0 3 4 3 0 4 2 0 0 3 1 0 4 3 2 3 2 0 3 4 2 3 2 1 2 1 3 1 4 2 1 3 4 0 1 4 4 4 4 3 0 3 1 3 2 1 4 0 4 2 0 4 4 4 4 4 2 2 4 0 2 1 0 3 1 4 0 1 4 1 2 4 3 3 2 0 3 0 3 1 4 4 3 4 3 3 4 4 0 0 0 2 0 0 1 2 1 1 0 3 1 0 3 1 3 1 0 1 1 2 1 1 4 2 1 2 0 1 1 0 4 0 4 1 4 0 4 4 4 0 3 2 3 2 2 3 1 4 4 1 3 2 2 1 4 0 4 2 
500, 2, 10, 569.2770, 1801.0193, 1, 0 0 1 2 2 3 3 3 0 1 1 2 3 4 0 5 1 0 6 7 6 4 0 4 3 7 1 1 2 7 7 4 5 1 1 7 1 5 8 8 1 3 1 5 8 6 6 1 4 5 3 0 9 7 8 2 2 4 2 0 5 6 2 4 5 3 1 1 9 5 7 9 9 6 8 6 0 3 0 8 6 3 1 1 6 4 5 7 7 3 4 6 6 3 6 7 2 0 8 7 5 7 1 6 1 8 8 4 4 4 1 7 4 5 6 7 6 0 1 5 1 8 5 9 1 8 0 0 6 7 3 7 7 2 3 9 6 0 0 8 8 4 2 6 7 9 6 8 0 3 9 2 0 8 9 3 8 6 0 0 6 8 7 9 7 5 1 8 8 9 8 9 5 3 2 2 4 9 8 9 8 5 2 7 1 2 9 5 9 9 4 1 3 1 7 9 7 1 8 8 3 5 2 1 7 8 7 2 2 4 7 5 1 7 1 6 2 0 5 5 7 0 2 9 7 1 7 0 5 5 7 9 0 8 4 8 6 6 9 5 4 0 2 0 7 5 4 5 2 7 9 2 0 1 3 3 5 2 8 4 7 5 9 5 3 5 8 9 7 7 2 2 2 0 4 1 7 2 0 6 9 6 1 4 0 2 4 2 9 7 2 8 4 1 3 4 8 1 2 6 6 5 4 9 8 5 8 3 2 7 9 3 5 0 6 5 3 0 6 3 7 2 8 1 3 8 8 6 8 4 9 1 0 5 8 5 6 7 5 6 0 5 7 1 8 5 7 2 5 1 4 9 9 2 8 1 3 4 2 1 3 2 2 9 9 9 9 5 7 8 4 6 9 2 3 0 5 0 9 0 9 9 6 1 3 8 0 0 3 5 9 4 6 6 5 0 3 5 1 2 5 1 3 3 0 2 7 3 5 9 9 2 4 5 7 3 9 3 5 4 3 9 2 4 6 2 5 2 6 0 1 3 5 5 4 2 4 9 4 6 2 1 2 2 5 3 0 4 6 2 8 6 0 5 0 5 6 4 9 2 7 2 4 8 1 9 4 6 5 5 2 6 1 4 9 5 0 6 4 1 6 9 0 5 8 7 0 3 2 6 5 7 2 4 9 8 4 5 1 0 
500, 2, 20, 1323.7050, 1800.9224, 1, 0 1 2 3 4 5 6 7 3 8 8 0 7 2 7 9 10 5 1 2 8 11 1 12 5 6 13 12 0 5 14 12 5 1 14 7 15 1 16 3 0 14 2 3 0 16 17 4 15 14 18 12 10 13 19 9 12 14 15 19 4 11 6 4 2 8 12 14 13 15 3 15 12 3 15 4 10 6 1 19 6 2 6 13 5 14 10 0 19 4 16 0 12 0 12 17 0 9 2 2 12 3 17 10 8 6 1 16 19 17 19 10 14 19 2 2 14 18 19 14 12 11 12 7 10 1 5 15 11 16 10 19 13 6 19 9 10 4 18 4 4 18 1 5 11 7 2 3 2 3 18 8 17 9 19 0 14 17 14 12 18 17 8 9 0 13 6 17 10 12 19 12 10 3 3 12 13 1 19 0 3 18 11 4 14 7 10 14 1 0 5 14 9 7 10 19 16 0 19 19 12 6 9 2 17 1 4 2 14 16 0 2 2 11 7 18 16 18 15 13 12 11 13 19 6 7 6 7 15 15 13 5 3 4 9 16 4 1 7 11 14 3 7 8 15 18 10 8 11 16 8 16 9 2 4 2 11 0 16 3 18 7 9 9 12 12 2 5 3 7 13 13 17 14 17 18 4 17 13 15 18 16 11 3 14 1 11 11 10 13 19 2 16 3 10 4 0 15 17 7 16 16 18 6 15 3 1 16 17 18 3 15 12 5 16 14 14 18 2 1 11 4 13 9 1 17 1 2 5 15 13 18 9 0 1 7 13 5 11 15 6 17 9 9 12 2 3 19 9 4 10 11 5 19 17 15 14 14 13 19 4 5 5 5 6 13 18 10 10 8 2 2 5 9 11 17 17 12 9 12 5 1 8 17 15 8 19 8 10 9 8 15 13 7 15 5 13 13 9 10 11 13 5 1 6 7 5 11 12 7 14 4 16 3 10 11 9 17 19 10 13 9 8 4 0 6 13 0 8 16 9 12 16 4 12 6 0 17 19 18 3 16 6 8 18 17 18 8 8 3 1 13 9 8 18 16 14 12 18 0 8 15 11 12 4 0 14 19 13 10 1 16 5 12 16 5 10 15 6 8 0 7 19 4 6 18 0 8 11 12 6 13 13 0 4 5 19 6 7 0 
500, 5, 5, 5350.2210, 1800.2870, 1, 0 1 1 1 2 3 3 1 1 3 1 2 0 0 4 3 4 2 3 2 3 3 2 0 1 0 4 1 2 4 1 4 4 0 1 2 2 3 2 2 3 0 3 1 3 0 0 0 4 0 0 1 1 1 2 4 4 1 1 4 0 4 1 3 1 2 4 1 0 1 3 3 3 3 4 3 3 4 2 2 3 1 0 1 4 1 4 1 2 4 1 0 3 2 4 1 3 4 3 0 2 1 4 4 0 3 0 3 3 4 4 2 1 3 4 0 2 2 0 4 2 1 1 3 4 0 0 2 3 0 0 1 3 1 3 2 3 1 4 3 2 0 0 1 0 1 3 0 0 0 3 0 0 2 1 3 1 3 2 1 0 1 1 3 1 2 2 3 3 2 4 4 3 2 3 0 3 2 2 0 3 1 1 4 4 1 4 4 4 3 2 1 1 4 0 2 2 2 3 4 4 1 1 2 1 1 0 0 4 2 2 3 4 0 0 1 4 4 4 0 3 1 2 2 1 2 3 3 1 1 3 2 4 4 2 1 4 3 1 1 4 0 4 4 2 4 4 4 0 0 0 2 4 4 0 4 1 3 4 1 3 2 0 2 2 1 4 4 3 4 4 0 2 1 2 3 4 0 3 1 4 0 3 2 4 1 2 4 3 3 4 0 4 3 3 0 2 3 4 0 2 0 1 0 2 1 0 0 3 3 3 1 0 4 0 2 1 2 3 4 0 2 1 0 2 4 0 3 3 3 3 1 2 1 0 4 1 0 2 2 0 2 2 4 0 4 1 1 3 4 4 3 4 1 2 4 1 1 0 4 2 4 0 2 4 2 3 3 3 1 3 3 2 0 3 3 2 0 4 4 1 2 4 4 4 2 2 1 0 0 2 2 1 4 4 4 2 4 4 4 3 2 0 4 3 4 1 2 2 1 2 3 1 0 0 0 0 4 4 1 2 0 3 3 0 4 1 2 2 0 0 0 0 0 3 3 0 0 2 4 0 3 0 4 4 1 2 4 3 2 2 2 2 3 2 2 3 3 4 1 4 0 0 3 3 2 3 2 1 0 0 1 3 3 2 4 2 3 3 1 2 1 4 2 3 3 0 0 4 3 0 0 2 0 4 2 0 4 3 2 
