n, m, k, value, time, valid, solution
100, 3, 3, 354.9760, 1200.6784, 1, 0 1 1 2 2 2 1 0 2 2 2 0 1 1 0 2 0 0 0 2 0 0 0 0 2 2 1 1 1 1 1 1 2 2 1 0 2 2 2 1 2 1 1 1 2 0 2 2 1 2 1 1 1 2 2 0 0 2 1 1 0 0 2 2 1 0 2 0 2 1 0 1 0 0 1 2 0 0 2 1 0 0 1 2 1 2 1 0 0 2 1 2 0 1 0 1 0 0 1 2 
100, 4, 3, 1628.6110, 1200.5565, 1, 0 1 0 2 1 2 1 1 0 1 0 0 2 0 1 1 2 1 0 0 0 2 2 1 1 0 2 2 0 1 0 0 2 0 0 0 0 2 1 0 2 2 2 2 0 2 1 2 0 1 0 1 2 0 2 1 1 2 1 0 2 0 2 2 0 2 2 1 1 0 1 0 1 2 0 1 1 2 0 1 1 2 0 1 2 1 0 2 1 0 2 0 2 0 1 1 0 0 1 2 
100, 5, 3, 3902.9470, 1200.4143, 1, 0 1 2 2 2 2 1 2 2 0 0 2 1 2 0 0 2 1 1 0 1 0 1 0 0 0 2 2 1 1 0 2 2 2 1 1 1 2 2 1 0 0 0 1 0 0 0 1 1 0 0 1 2 2 2 0 1 1 2 2 2 0 1 2 1 0 2 2 2 0 2 2 1 2 2 0 1 1 0 2 0 0 1 1 1 0 0 2 1 1 1 0 2 0 0 0 0 1 1 2 
100, 10, 3, 20941.1300, 1200.8212, 1, 0 1 0 1 0 0 0 1 2 0 0 1 1 2 0 0 2 1 1 1 1 0 1 2 2 2 0 1 1 0 1 0 2 2 0 2 1 2 1 1 1 1 0 2 2 2 0 0 0 2 2 0 2 2 2 1 2 2 1 1 0 0 0 2 0 1 1 0 0 2 0 0 1 1 2 2 0 0 2 2 0 1 2 1 1 1 2 1 1 1 2 1 0 2 2 2 2 0 1 2 
100, 15, 3, 46584.9080, 1200.0058, 1, 0 0 0 0 1 2 2 2 0 1 0 2 0 2 2 1 1 0 2 1 1 1 0 0 1 1 1 0 0 1 0 0 1 2 2 1 0 2 1 0 0 1 1 1 2 2 1 1 1 1 2 1 0 2 2 1 0 2 1 0 0 2 2 0 2 0 1 2 0 2 2 0 1 0 2 2 2 1 2 0 2 0 2 1 1 1 0 0 0 0 1 1 0 2 1 2 2 2 2 0 
100, 20, 3, 69505.4500, 1200.8160, 1, 0 1 0 1 1 2 0 1 1 1 0 2 2 1 0 0 2 1 0 2 1 0 1 1 1 2 2 0 0 2 0 1 0 0 0 2 0 0 2 2 2 1 2 1 0 1 1 2 2 0 2 2 2 1 0 1 0 2 2 2 1 1 0 1 1 2 1 0 1 0 1 2 2 0 1 0 2 0 0 2 0 2 0 2 1 0 1 2 2 1 1 1 2 0 0 0 0 2 1 2 
50, 2, 4, 99.5980, 1200.0491, 1, 0 0 1 1 1 2 2 0 0 2 0 1 1 3 2 0 3 3 0 3 3 0 3 0 1 0 1 2 3 1 3 2 1 0 0 3 1 3 0 2 1 2 2 2 1 2 3 3 0 1 
50, 3, 4, 1101.3030, 1200.4850, 1, 0 1 0 1 1 2 2 2 2 0 2 2 3 2 2 0 0 3 1 3 0 2 1 0 0 3 3 2 3 2 2 0 3 0 1 0 0 3 1 1 0 3 3 1 2 1 3 0 1 3 
50, 4, 4, 4361.6060, 1200.6880, 1, 0 0 1 2 2 1 0 1 1 0 0 1 0 0 0 0 2 0 3 3 2 2 1 3 1 1 3 2 3 1 2 0 2 3 3 1 3 1 3 1 2 2 3 1 2 3 2 3 0 2 
50, 5, 4, 11280.6720, 1200.8834, 1, 0 1 0 2 1 3 2 2 2 0 3 0 0 1 1 0 1 3 2 3 3 3 1 3 1 2 3 2 0 1 0 0 1 2 2 3 0 3 2 2 3 1 3 0 1 2 0 0 1 3 
