n, m, k, value, time, valid, solution
500, 10, 2, 18597.2670, 600.3543, 1, 0 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 0 1 1 0 1 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 
500, 20, 2, 50683.2740, 600.8092, 1, 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 1 1 0 1 0 1 0 0 0 0 1 1 0 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 0 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 0 0 
50, 10, 3, 29712.0080, 1200.0950, 1, 0 1 1 0 0 0 2 0 1 1 2 1 0 1 1 1 2 1 0 2 1 2 2 2 0 2 1 2 1 0 2 1 0 1 2 1 2 0 1 2 0 2 0 2 2 0 1 0 0 0 
50, 10, 4, 37933.1200, 1200.5633, 1, 0 1 2 1 2 0 3 0 0 1 2 1 1 2 2 2 0 0 3 0 3 2 1 2 1 3 0 2 3 3 0 0 1 3 3 3 2 1 1 0 3 2 3 0 2 3 1 3 0 1 
50, 15, 3, 59995.4560, 1200.3959, 1, 0 1 0 0 1 2 2 0 2 2 0 2 0 1 0 1 2 2 0 0 1 1 1 2 1 2 2 1 1 2 0 0 2 1 1 2 1 0 1 2 2 1 0 0 1 1 0 2 0 2 
50, 15, 4, 74062.1200, 1200.9612, 1, 0 1 1 2 1 2 1 1 3 0 1 0 2 3 1 1 3 0 3 1 2 0 0 0 2 1 2 0 2 3 2 2 3 3 3 3 2 3 0 1 0 1 3 2 0 2 3 0 2 0 
50, 20, 3, 67641.8740, 1200.8027, 1, 0 1 1 1 1 2 0 0 0 1 2 0 2 2 2 1 0 1 2 0 2 0 0 1 1 0 0 0 0 2 2 0 1 0 1 2 2 2 1 1 0 1 1 2 0 2 2 1 0 2 
50, 20, 4, 99955.5110, 1200.3521, 1, 0 0 1 1 1 2 3 3 2 1 1 2 3 1 0 1 0 3 3 3 1 0 2 0 1 2 2 0 2 2 0 2 1 0 3 2 2 3 3 3 0 1 3 2 3 2 0 0 0 1 
100, 10, 3, 20356.0340, 1200.4037, 1, 0 0 0 1 2 1 2 0 1 1 1 1 2 2 2 0 0 2 1 2 2 2 2 0 2 1 2 0 2 0 1 2 2 1 1 0 0 2 2 0 0 1 1 1 0 1 0 2 1 0 2 2 1 2 0 2 1 0 1 0 0 2 1 0 1 2 0 2 1 0 0 1 2 1 1 0 0 1 0 0 2 0 2 1 0 1 1 0 1 2 2 0 1 2 1 0 2 2 1 0 
100, 10, 4, 27751.5500, 1200.3329, 1, 0 1 1 2 0 2 0 2 2 3 3 0 0 0 3 1 3 3 0 3 2 2 1 1 2 2 2 2 3 0 3 1 0 2 3 1 2 3 0 0 0 1 1 3 1 0 0 3 2 3 3 0 0 1 3 2 0 2 2 2 3 1 3 0 0 1 1 2 3 0 1 3 2 3 1 0 2 1 0 2 2 2 0 2 0 2 3 1 1 3 1 1 3 2 0 1 3 3 1 0 
100, 15, 3, 43342.7640, 1200.4241, 1, 0 1 1 0 2 0 0 0 1 1 1 2 0 2 1 2 2 0 2 2 0 1 2 0 2 1 1 0 1 1 2 1 2 1 1 1 1 0 0 2 0 2 0 1 0 2 1 1 2 1 1 2 0 2 1 2 1 1 1 2 2 1 0 1 0 0 2 0 2 0 0 1 1 0 2 0 1 1 0 0 2 2 2 0 0 0 0 2 0 1 2 2 1 0 2 2 1 2 0 2 
100, 15, 4, 52625.9370, 1200.7145, 1, 0 1 2 2 0 0 1 3 0 2 1 2 0 3 3 1 2 0 0 2 1 2 3 1 0 3 3 3 3 2 1 0 1 1 3 0 2 1 0 0 2 1 0 0 0 0 1 0 0 1 2 1 1 1 0 2 1 2 1 2 3 3 2 0 2 3 1 3 3 2 0 3 3 1 3 1 2 2 3 0 1 3 1 2 3 2 2 1 3 3 3 3 2 3 0 2 0 2 0 1 
100, 20, 3, 61002.9700, 1200.3920, 1, 0 1 1 1 2 0 2 1 1 1 0 2 1 0 2 0 1 2 1 2 2 0 1 1 1 2 0 0 0 2 1 1 0 2 1 0 2 0 0 2 2 1 2 1 0 2 2 0 1 2 1 2 0 1 0 2 0 2 2 0 2 1 0 0 1 0 1 0 2 1 0 0 2 0 0 2 0 0 2 0 2 0 1 1 2 1 0 1 1 2 1 0 1 2 2 1 2 0 0 1 
100, 20, 4, 81432.1320, 1200.1340, 1, 0 0 1 2 2 1 3 1 1 1 2 1 2 2 1 3 2 3 3 3 1 2 3 2 0 0 1 0 0 0 2 0 2 2 2 0 0 3 3 2 1 3 3 2 3 1 0 1 1 0 3 3 1 1 0 0 2 0 0 0 2 1 3 1 1 0 3 0 2 1 0 2 2 2 2 1 1 1 2 1 0 0 1 3 2 3 2 3 1 0 3 3 2 0 3 3 3 3 0 3 
50, 4, 3, 1295.0090, 1200.9495, 1, 0 0 1 2 2 1 1 2 1 1 2 1 2 0 2 2 2 1 1 1 0 0 0 2 1 0 1 0 2 1 0 0 2 0 2 1 1 0 1 0 0 0 0 2 2 1 1 2 2 2 
50, 4, 4, 3492.3950, 1200.0966, 1, 0 1 2 1 2 0 1 2 3 3 2 1 1 3 2 0 1 0 3 3 0 2 0 3 0 1 3 1 1 0 3 0 2 2 0 0 1 2 0 3 1 3 2 0 3 3 2 3 2 1 
50, 5, 3, 4846.7460, 1200.6584, 1, 0 0 0 1 2 2 0 1 0 0 0 0 2 2 1 1 1 0 1 2 1 2 2 2 1 0 0 2 1 1 0 2 1 2 0 0 1 1 1 2 2 1 2 1 2 0 2 0 1 1 
50, 5, 4, 8229.0680, 1200.0341, 1, 0 1 1 1 1 0 0 2 0 2 2 1 1 2 2 0 3 0 3 3 0 0 3 3 0 3 0 2 3 1 1 1 2 0 2 3 0 3 2 2 1 3 1 2 3 2 3 3 1 0 
100, 4, 3, 1110.2040, 1200.1456, 1, 0 1 2 1 0 0 0 2 2 2 0 0 0 1 0 2 1 2 1 1 0 2 2 0 0 2 2 1 2 1 1 1 1 2 2 1 0 0 0 1 1 0 2 2 2 2 2 0 1 2 0 0 1 2 0 0 0 1 1 1 0 0 1 0 2 2 0 2 1 0 1 1 0 1 0 1 0 2 0 2 1 1 2 1 1 1 1 0 1 2 1 2 0 2 2 0 0 0 1 2 
100, 4, 4, 1746.8460, 1200.9961, 1, 0 1 1 0 0 2 1 0 0 3 3 1 1 1 3 2 2 1 0 3 1 0 3 0 3 1 1 2 2 3 2 3 1 0 3 2 3 0 2 0 3 3 2 1 1 3 1 3 2 0 2 2 0 0 1 1 2 0 2 1 3 2 0 2 0 1 2 3 1 3 0 0 2 0 1 2 1 3 1 0 0 2 0 0 2 3 2 1 2 1 3 1 3 0 3 1 2 2 2 3 
100, 5, 3, 3489.7340, 1200.2021, 1, 0 1 0 0 1 2 2 0 1 0 0 2 2 1 2 1 1 2 2 2 0 2 2 2 1 0 2 2 1 1 2 1 1 1 0 2 2 0 0 1 0 0 1 0 2 1 1 0 2 1 1 1 0 0 1 1 0 0 0 2 2 0 2 1 2 0 2 2 0 0 0 2 2 2 0 1 1 0 2 1 2 1 0 0 2 0 2 1 2 2 1 0 0 2 1 1 1 1 2 1 
100, 5, 4, 4530.1750, 1200.1416, 1, 0 1 1 1 1 0 2 2 2 0 1 3 3 2 2 0 2 1 1 2 2 0 2 3 3 2 1 0 2 1 3 1 3 2 0 3 2 1 0 0 0 2 3 0 2 0 2 1 2 0 1 0 1 1 2 1 3 0 2 3 2 0 3 0 1 0 3 2 2 1 3 0 1 2 3 1 0 2 1 0 0 3 1 3 0 3 3 1 3 1 3 3 2 3 3 0 0 3 1 3 
