n, m, k, value, time, valid, solution
100, 15, 3, 51638.4200, 1200.5141, 1, 0 0 1 1 1 1 2 2 2 0 1 0 2 2 1 0 2 1 1 1 0 1 2 2 0 1 0 0 0 0 2 0 2 1 1 0 1 2 2 1 1 1 0 2 2 1 0 0 0 0 0 0 2 0 2 0 0 0 1 0 2 2 1 0 2 0 1 2 2 2 2 1 0 2 0 1 0 1 2 1 0 1 2 2 2 2 0 2 1 2 2 0 1 0 1 1 1 0 2 1 
100, 15, 4, 58751.1300, 1200.9594, 1, 0 0 1 1 2 1 2 2 1 1 0 3 1 3 0 3 3 3 0 3 3 3 0 3 3 1 2 0 0 0 1 0 2 1 0 3 0 1 1 2 3 3 3 0 1 2 1 1 2 0 0 2 2 3 1 2 0 2 2 2 3 0 3 0 3 2 2 0 1 3 1 1 1 3 1 0 2 1 2 0 3 3 2 2 0 2 2 1 2 2 1 1 1 2 3 3 0 0 2 0 
100, 20, 3, 72755.8350, 1200.3630, 1, 0 1 2 1 1 0 2 0 2 0 0 1 1 2 1 1 2 0 0 1 1 0 0 1 0 1 0 0 0 0 2 2 0 2 2 0 2 1 2 0 1 1 1 1 0 2 2 0 2 1 0 0 1 1 0 1 2 1 2 0 2 2 1 0 1 0 2 1 0 2 2 2 1 0 1 0 1 2 0 2 2 1 2 2 0 1 2 0 2 2 1 1 1 2 2 0 0 0 2 1 
100, 20, 4, 72170.0160, 1200.5964, 1, 0 1 0 0 2 3 0 3 3 0 0 0 2 3 2 0 2 0 1 1 3 3 1 0 2 0 3 2 1 2 1 3 2 2 2 2 1 0 1 1 3 2 3 3 2 3 1 0 0 3 3 0 1 0 3 2 3 1 2 0 0 2 1 3 1 1 0 2 1 1 2 1 3 2 0 0 1 2 2 3 0 0 1 3 3 3 0 3 2 3 1 0 3 1 2 2 3 1 1 1 
50, 4, 3, 1103.9300, 1200.3455, 1, 0 0 0 1 1 0 1 2 2 2 2 1 2 1 1 0 1 0 0 1 0 2 2 0 1 0 0 2 2 0 1 1 2 2 1 1 1 1 2 0 0 2 2 0 2 1 0 0 2 0 
50, 4, 4, 4208.7670, 1200.6742, 1, 0 1 1 2 3 0 3 0 3 3 3 2 2 3 1 2 3 0 0 1 0 2 1 1 0 0 2 2 3 1 3 1 1 2 2 3 3 0 2 0 1 0 2 0 2 1 1 3 1 0 
50, 5, 3, 4790.9640, 1200.0085, 1, 0 0 1 2 0 1 0 1 0 0 1 0 1 2 1 0 1 0 1 2 1 2 1 2 0 0 2 0 2 2 2 0 2 2 0 2 1 1 2 2 1 1 2 1 0 0 2 2 2 0 
50, 5, 4, 11718.4240, 1200.7953, 1, 0 0 1 1 2 1 1 3 0 2 1 3 2 2 3 1 2 2 0 0 2 0 3 3 0 0 1 3 1 3 3 1 0 1 3 2 3 2 1 0 2 0 0 1 2 1 3 2 0 3 
100, 4, 3, 1212.7420, 1200.6720, 1, 0 1 0 1 0 1 0 1 0 0 2 0 1 0 2 1 0 2 2 0 2 2 2 2 2 2 0 2 1 2 2 1 2 0 0 0 1 1 2 2 2 2 1 1 1 0 0 2 1 2 1 0 0 1 0 0 1 2 2 0 1 1 1 1 1 1 2 0 1 1 0 0 2 0 2 1 1 2 0 0 1 0 2 1 2 0 1 2 1 2 2 0 0 0 2 1 1 2 0 1 
100, 4, 4, 2324.2860, 1200.2779, 1, 0 1 2 3 3 3 1 2 2 0 1 2 0 3 2 3 0 3 0 0 3 1 2 2 3 1 2 3 0 2 0 2 3 0 1 0 3 0 3 0 1 3 1 1 2 3 0 1 0 2 1 0 0 0 3 0 0 2 1 1 1 2 1 1 3 2 1 1 2 0 2 3 2 1 3 1 1 0 3 3 2 1 2 3 1 2 1 1 0 0 3 2 1 2 2 3 2 3 3 0 
100, 5, 3, 3955.8980, 1200.5506, 1, 0 0 0 1 0 1 2 0 0 2 1 0 0 0 2 2 2 0 1 2 0 1 2 1 0 0 2 2 1 1 2 2 2 1 2 1 2 2 0 1 0 2 1 2 1 0 1 2 0 2 0 1 0 1 2 1 1 1 2 0 0 1 0 2 0 2 2 2 0 1 2 0 0 1 1 2 0 1 1 0 1 2 0 2 0 1 2 0 2 2 1 2 1 0 2 1 1 0 0 1 
100, 5, 4, 4064.2470, 1200.6534, 1, 0 1 2 2 1 2 0 2 0 2 2 0 3 3 2 0 0 2 2 3 3 0 0 0 0 1 2 1 0 2 0 0 3 0 3 3 0 1 1 2 1 3 1 2 3 0 3 2 3 2 1 1 0 0 3 2 2 0 2 3 3 1 3 3 1 1 2 2 1 1 1 1 3 0 3 2 1 3 3 3 2 2 1 3 1 1 1 3 0 0 3 1 3 1 1 2 2 0 0 1 
50, 2, 3, 3.9150, 1200.1909, 1, 0 1 2 1 2 0 0 0 1 1 0 2 0 0 0 1 0 0 0 2 1 2 2 2 1 1 1 0 2 2 2 0 2 0 1 1 2 0 2 2 1 2 1 2 1 1 1 0 2 1 
50, 2, 4, 148.6440, 1200.2487, 1, 0 0 0 1 2 0 2 2 2 0 1 1 3 0 2 2 1 0 3 1 3 3 0 3 0 1 1 1 3 2 2 0 1 1 0 2 2 3 0 1 3 0 1 2 3 3 3 1 2 3 
50, 3, 3, 281.4580, 1200.5004, 1, 0 0 1 0 1 0 2 2 2 2 2 1 0 2 1 0 0 0 2 0 0 2 0 2 2 0 1 1 1 0 2 0 2 1 0 1 2 1 2 2 1 1 1 1 0 2 2 1 0 1 
50, 3, 4, 945.1800, 1200.0074, 1, 0 1 1 2 3 2 2 2 3 2 0 1 2 1 1 1 0 0 1 0 3 0 3 0 3 2 1 1 1 3 3 1 0 3 3 0 0 1 2 3 0 2 2 0 1 3 2 0 3 1 
100, 2, 3, 21.5260, 1200.8298, 1, 0 1 0 1 0 2 1 1 2 0 2 2 1 0 2 2 0 2 1 1 0 2 2 1 0 2 0 2 1 2 2 0 0 0 0 1 2 1 0 1 2 2 2 2 0 1 1 2 2 1 0 0 1 1 2 1 1 1 0 2 1 0 2 1 0 1 0 1 0 0 2 0 0 2 1 0 0 0 1 0 0 0 0 2 2 1 1 0 2 2 0 0 0 2 0 0 2 2 1 1 
100, 2, 4, 30.8190, 1200.4481, 1, 0 0 0 1 0 2 2 3 2 3 1 1 0 0 2 0 1 2 0 3 0 3 3 0 1 1 1 1 3 0 1 2 2 2 3 3 2 2 3 2 1 3 0 3 0 1 1 1 0 2 0 3 0 2 0 0 2 1 0 0 2 1 1 1 2 3 3 3 2 2 3 1 1 1 3 3 2 1 0 3 2 2 0 0 1 0 3 2 1 2 3 3 1 0 1 2 1 1 2 3 
100, 3, 3, 452.0660, 1200.0034, 1, 0 0 1 1 1 1 1 0 2 1 2 1 2 2 1 0 0 1 1 2 0 1 0 2 1 0 0 1 1 0 2 0 2 1 2 1 1 1 1 2 2 2 0 0 2 1 2 0 0 2 2 2 1 2 1 2 0 2 1 0 1 0 0 0 1 1 0 2 2 0 0 2 1 2 0 2 0 2 2 2 0 2 0 0 0 0 2 0 1 0 0 1 2 0 1 2 1 1 0 2 
100, 3, 4, 649.4750, 1200.4403, 1, 0 0 1 2 2 3 2 0 1 2 2 1 0 0 3 3 1 1 0 3 3 0 1 0 3 0 0 0 0 2 2 0 3 3 2 1 1 2 1 1 0 1 3 0 3 2 1 3 0 0 0 2 0 2 1 0 1 2 3 3 1 2 2 1 3 3 2 3 3 3 0 1 1 2 2 3 1 3 0 2 0 1 2 0 2 3 2 0 2 3 0 0 3 1 2 1 1 1 3 3 
