n, m, k, value, time, valid, solution
50, 2, 3, 17.2400, 1200.3378, 1, 0 1 1 2 2 2 1 2 1 1 1 0 1 2 0 0 0 1 0 2 2 1 2 0 2 0 0 0 0 0 0 1 1 2 2 1 0 2 1 2 2 1 1 2 2 2 0 1 2 1 
50, 2, 4, 86.6710, 1200.9175, 1, 0 1 2 0 2 3 1 2 0 2 3 2 0 2 3 0 2 3 1 1 1 3 3 3 2 1 1 3 0 0 1 3 2 3 1 0 2 1 0 2 3 0 3 3 1 2 1 2 3 0 
50, 3, 3, 263.7160, 1200.9190, 1, 0 0 0 1 2 2 2 1 0 1 0 2 1 1 0 1 2 0 1 1 1 0 2 1 2 0 1 1 2 2 0 1 0 0 2 2 0 2 0 2 2 0 2 1 1 1 2 0 2 2 
50, 3, 4, 1573.8710, 1200.3728, 1, 0 0 0 1 1 1 2 3 2 2 2 1 2 0 3 1 0 1 2 0 1 3 3 0 3 3 3 3 2 2 3 2 2 3 0 0 3 0 1 0 1 3 3 1 0 2 2 1 1 1 
100, 2, 3, 16.7340, 1200.2626, 1, 0 0 0 0 1 2 2 0 0 1 0 2 2 1 2 2 1 0 0 0 1 1 2 1 0 2 1 0 2 0 2 2 1 1 0 1 2 1 1 2 0 2 0 0 2 0 2 2 1 0 2 2 1 2 1 0 0 2 1 1 1 2 0 0 1 1 0 1 1 1 0 0 2 1 2 0 0 2 2 2 2 1 0 1 1 0 2 2 1 0 0 0 2 2 0 1 1 1 1 2 
100, 2, 4, 27.6630, 1200.4009, 1, 0 0 0 0 1 0 0 1 1 1 2 1 1 3 3 2 1 1 3 3 2 0 3 1 0 1 1 0 0 0 1 1 2 1 2 3 2 3 3 1 2 0 3 3 0 3 2 1 2 1 2 1 2 2 1 3 1 2 2 3 3 1 1 0 1 0 2 2 3 0 0 1 1 3 1 3 2 1 0 1 3 2 0 0 3 3 0 0 2 2 1 3 3 2 3 2 2 0 3 2 
100, 3, 3, 334.8630, 1200.7727, 1, 0 1 2 0 2 1 0 0 2 1 1 1 1 0 1 0 2 2 2 1 1 0 1 1 0 2 1 1 0 2 2 2 0 1 1 0 2 1 1 2 1 2 0 1 1 0 1 0 2 0 1 1 0 2 2 0 0 1 1 1 2 2 0 2 2 2 2 0 1 2 0 1 0 1 1 0 0 0 1 2 1 0 1 0 0 0 2 0 2 2 2 1 0 2 0 2 1 2 2 0 
100, 3, 4, 489.9860, 1200.3948, 1, 0 1 1 2 3 1 0 1 3 1 3 3 1 1 1 0 1 3 3 1 3 1 3 1 3 2 0 3 3 2 1 2 0 0 3 1 0 0 0 1 0 0 2 2 2 1 3 1 0 0 2 2 2 2 1 2 2 0 0 1 1 3 0 0 0 0 2 3 0 0 2 3 3 2 0 1 0 1 2 2 3 0 3 0 0 3 2 2 0 2 1 2 3 3 3 1 2 1 2 2 
50, 2, 5, 506.1340, 1800.5608, 1, 0 0 1 2 0 3 4 2 1 0 4 3 4 4 4 0 2 1 4 3 3 3 3 1 1 2 3 4 2 0 3 2 0 2 3 1 1 4 2 4 1 1 0 2 3 1 1 1 0 2 
50, 2, 10, 4567.4570, 1800.1993, 1, 0 1 2 3 3 2 4 2 1 4 0 5 1 6 7 6 6 0 0 5 8 4 4 8 9 8 1 3 1 5 9 8 3 9 7 6 5 9 2 4 7 8 5 1 9 9 7 7 1 7 
