n, m, k, value, time, valid, solution
100, 20, 4, 87237.7010, 1200.9548, 1, 0 1 1 0 0 2 2 3 3 3 0 0 2 2 3 0 1 2 1 3 3 1 0 2 2 2 3 3 1 0 3 2 0 1 2 0 1 1 1 2 0 2 1 2 2 3 1 1 2 3 3 0 2 1 2 3 3 3 0 3 1 0 1 2 0 1 0 3 1 3 0 2 3 2 2 2 0 3 2 1 0 0 1 3 0 2 1 1 3 0 2 3 3 3 1 0 0 2 1 0 
50, 2, 3, 8.9440, 1200.9119, 1, 0 1 1 0 2 2 1 1 2 2 0 0 2 1 0 1 2 1 0 2 0 2 1 1 0 2 0 2 1 0 2 1 2 0 0 0 1 2 1 1 1 1 0 1 0 0 2 0 2 0 
50, 2, 4, 79.1940, 1200.0433, 1, 0 1 1 1 1 2 0 2 3 2 3 1 3 2 2 2 2 1 3 2 0 0 0 0 1 0 1 3 3 3 0 0 2 1 0 3 3 2 0 2 3 3 0 0 0 1 1 1 1 2 
50, 3, 3, 281.4530, 1200.8922, 1, 0 0 1 2 0 0 0 1 2 1 2 0 0 2 0 1 0 1 2 2 2 2 1 1 0 1 2 1 0 2 1 0 0 1 0 1 0 2 2 1 0 1 1 2 2 2 2 0 1 2 
50, 3, 4, 1148.0070, 1200.2398, 1, 0 1 2 0 1 2 1 0 0 1 2 2 1 2 3 0 0 3 0 2 3 3 3 0 2 1 0 0 2 1 0 0 2 0 3 3 2 2 1 3 1 3 1 2 2 2 1 1 1 3 
50, 4, 3, 1245.6290, 1200.5733, 1, 0 1 1 2 0 0 1 1 2 1 1 0 2 1 0 0 2 2 0 0 0 0 0 1 2 1 0 0 1 1 1 1 1 2 2 2 0 1 2 2 0 2 2 2 1 1 1 0 2 0 
50, 4, 4, 5493.5100, 1200.7660, 1, 0 1 2 3 3 2 2 3 3 0 0 1 3 0 3 3 1 1 2 1 1 1 2 1 0 3 3 0 2 0 2 2 1 3 3 0 0 2 1 2 2 0 1 0 1 1 0 3 2 2 
50, 5, 3, 3698.8460, 1200.7813, 1, 0 0 0 1 0 1 2 2 0 2 0 2 1 2 2 0 1 0 0 0 2 2 2 0 2 0 2 1 1 0 1 1 2 2 2 0 0 2 1 1 1 0 1 0 2 1 1 1 2 2 
50, 5, 4, 12176.3050, 1200.3495, 1, 0 0 1 1 1 2 2 0 3 3 1 0 0 1 0 0 2 2 3 3 1 2 0 2 1 3 3 1 3 3 1 2 1 2 3 0 3 1 0 2 2 0 3 2 2 1 3 3 3 2 
100, 2, 3, 22.7940, 1200.8879, 1, 0 1 2 2 0 2 1 1 1 2 2 0 0 2 1 0 1 0 0 0 1 1 2 0 0 2 0 1 0 0 1 1 1 0 2 2 2 0 2 0 1 1 1 0 1 0 2 0 0 2 0 0 0 1 0 0 2 1 2 0 2 2 2 1 2 2 1 0 0 2 2 0 2 0 0 1 0 2 0 1 1 2 0 1 1 1 2 1 2 1 2 1 1 2 1 2 1 2 0 1 
100, 2, 4, 25.7910, 1200.2976, 1, 0 0 1 0 2 2 3 2 3 1 1 0 3 2 1 2 2 1 1 0 1 0 3 1 2 1 1 3 3 1 0 0 2 0 3 1 3 0 2 2 2 0 3 2 1 0 0 2 3 1 3 1 2 0 1 2 1 1 3 2 3 1 0 2 3 1 3 2 1 2 0 0 3 1 2 3 1 0 2 1 2 0 1 3 1 0 3 2 3 3 2 2 2 2 3 0 1 1 0 3 
100, 3, 3, 448.1260, 1200.3260, 1, 0 1 1 2 2 0 2 2 2 0 0 1 0 2 0 1 0 1 1 0 1 0 0 2 2 2 1 0 2 1 2 1 1 0 2 1 0 1 1 1 0 0 0 0 1 1 1 0 1 2 2 1 2 1 1 2 1 2 1 2 1 2 1 0 2 0 1 1 2 0 1 2 1 0 2 0 0 0 1 2 1 1 2 2 2 2 2 0 0 2 1 1 2 0 2 2 0 0 0 2 
100, 3, 4, 633.9740, 1200.5233, 1, 0 1 0 1 1 0 1 2 3 2 3 0 0 3 3 1 2 1 1 1 0 1 2 0 3 1 2 1 3 0 2 1 3 3 3 3 0 2 2 3 0 0 2 3 1 2 2 0 1 2 3 3 0 0 3 1 0 1 2 1 3 0 0 2 0 1 2 1 2 2 2 2 3 2 0 0 1 3 3 2 1 3 1 3 2 0 0 1 3 2 0 3 1 2 3 1 1 2 1 3 
100, 4, 3, 1016.8020, 1200.7908, 1, 0 0 1 0 0 0 2 0 0 2 1 2 0 2 2 0 0 1 2 2 2 0 2 1 1 0 0 2 1 2 2 0 2 1 2 2 0 0 1 2 0 1 0 1 0 1 0 0 1 2 1 2 2 2 2 0 1 0 1 1 1 1 2 2 0 0 1 2 2 2 0 2 2 0 1 0 2 1 1 2 1 1 2 0 1 0 1 1 1 2 1 1 1 0 1 2 1 1 0 2 
100, 4, 4, 2023.0280, 1200.3743, 1, 0 1 0 0 1 1 0 2 0 0 3 2 0 0 0 3 2 1 0 1 1 0 0 3 2 0 2 2 3 2 1 2 2 0 1 3 2 3 3 2 0 2 3 0 3 1 2 3 3 3 3 1 2 3 3 1 1 1 1 1 2 2 0 1 2 3 3 0 1 3 1 1 2 1 1 3 1 0 0 2 2 2 1 0 3 2 3 1 1 2 3 0 3 1 0 0 1 3 3 2 
100, 5, 3, 3077.3660, 1200.8473, 1, 0 0 1 0 2 1 0 0 2 1 0 2 2 0 1 2 0 0 0 1 1 2 1 0 0 0 0 1 0 2 0 2 2 0 1 0 2 2 2 1 2 0 1 2 1 1 2 1 1 2 1 1 0 1 1 0 1 2 0 1 1 2 1 2 0 1 1 1 2 0 1 2 1 0 2 2 2 0 1 2 2 2 1 2 2 2 0 2 0 0 1 2 0 0 2 2 0 1 0 0 
100, 5, 4, 4959.4960, 1200.2590, 1, 0 0 1 2 3 3 3 0 1 0 3 1 2 2 1 3 2 3 2 1 1 0 3 1 2 1 0 2 0 1 1 2 0 3 1 2 3 1 1 1 3 3 0 2 3 3 1 2 3 1 1 0 3 2 1 3 3 0 2 0 2 2 0 3 2 0 2 3 3 2 1 2 0 3 2 0 2 2 1 3 1 1 1 0 0 0 1 1 1 0 3 3 0 0 2 0 0 2 3 0 
