n, m, k, value, time, valid, solution
500, 10, 2, 19444.7920, 600.9117, 1, 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 1 
500, 20, 2, 44842.6380, 600.6559, 1, 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 1 0 1 1 1 1 0 0 0 1 0 0 0 1 0 1 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 
50, 10, 3, 28107.7460, 1200.3604, 1, 0 1 2 1 2 0 2 0 1 2 0 2 0 1 1 2 0 0 0 0 0 1 0 2 1 2 2 2 1 0 2 2 2 2 2 0 2 1 1 0 1 1 2 2 1 1 1 1 0 0 
50, 10, 4, 47115.6890, 1200.3543, 1, 0 0 1 1 1 0 0 1 0 2 0 2 3 3 3 2 3 2 3 3 3 2 3 0 2 1 1 2 3 1 1 2 2 1 2 0 0 0 1 3 1 3 2 1 2 2 0 0 3 1 
50, 15, 3, 53570.0580, 1200.9890, 1, 0 0 1 2 0 0 2 0 2 1 0 1 2 0 2 1 2 0 1 2 2 2 0 1 1 1 0 2 2 0 1 1 1 0 1 1 1 0 2 2 2 1 0 0 0 1 0 2 2 1 
50, 15, 4, 72628.9590, 1200.4073, 1, 0 0 0 1 0 2 0 3 3 3 1 2 0 2 2 1 2 1 1 3 3 0 1 1 1 2 3 2 3 1 2 1 0 2 2 3 1 3 2 2 3 1 3 2 0 0 0 3 0 1 
50, 20, 3, 81458.6230, 1200.8170, 1, 0 1 1 0 1 0 0 2 0 2 2 1 2 1 0 2 0 0 1 0 2 1 1 2 0 2 1 0 0 0 1 2 0 0 1 1 2 1 2 2 1 2 0 2 0 1 1 2 2 2 
50, 20, 4, 98762.1780, 1200.6822, 1, 0 1 1 0 0 1 2 0 0 2 3 1 3 2 1 3 3 3 2 3 2 3 3 3 3 2 2 1 2 3 1 2 0 1 1 0 1 0 0 1 2 2 2 2 1 1 0 3 0 0 
100, 10, 3, 20941.1300, 1200.8212, 1, 0 1 0 1 0 0 0 1 2 0 0 1 1 2 0 0 2 1 1 1 1 0 1 2 2 2 0 1 1 0 1 0 2 2 0 2 1 2 1 1 1 1 0 2 2 2 0 0 0 2 2 0 2 2 2 1 2 2 1 1 0 0 0 2 0 1 1 0 0 2 0 0 1 1 2 2 0 0 2 2 0 1 2 1 1 1 2 1 1 1 2 1 0 2 2 2 2 0 1 2 
100, 10, 4, 27293.6510, 1200.3253, 1, 0 0 1 2 2 3 3 2 1 0 1 2 0 1 1 3 2 1 1 3 3 2 2 1 0 0 2 1 3 2 2 3 2 0 3 1 3 1 2 3 0 2 0 0 1 1 2 1 0 2 0 3 3 1 2 2 3 1 2 0 0 3 0 2 3 3 1 2 3 1 0 3 2 3 1 1 1 0 3 1 3 0 0 3 0 1 0 0 3 1 3 2 2 3 0 2 0 1 2 0 
100, 15, 3, 46584.9080, 1200.0058, 1, 0 0 0 0 1 2 2 2 0 1 0 2 0 2 2 1 1 0 2 1 1 1 0 0 1 1 1 0 0 1 0 0 1 2 2 1 0 2 1 0 0 1 1 1 2 2 1 1 1 1 2 1 0 2 2 1 0 2 1 0 0 2 2 0 2 0 1 2 0 2 2 0 1 0 2 2 2 1 2 0 2 0 2 1 1 1 0 0 0 0 1 1 0 2 1 2 2 2 2 0 
100, 15, 4, 61313.2240, 1200.8741, 1, 0 1 2 2 0 2 2 0 2 2 3 3 0 1 2 0 2 3 2 2 1 3 3 1 2 3 1 2 3 1 1 0 0 2 2 1 3 1 2 1 2 3 0 0 0 0 3 0 3 1 1 0 2 3 1 2 3 0 3 2 1 2 0 1 0 1 0 3 1 0 1 2 3 3 1 3 3 0 2 2 0 3 2 0 0 1 0 1 3 0 3 3 2 1 3 1 1 0 3 1 
100, 20, 3, 72585.3110, 1200.0331, 1, 0 0 1 1 2 2 2 1 1 0 2 2 1 1 2 2 1 2 1 0 2 1 2 1 2 2 0 0 0 2 0 1 0 0 0 0 1 0 1 2 0 1 2 1 0 1 0 0 2 2 2 0 1 0 1 0 1 1 1 2 0 2 2 1 0 0 1 2 2 2 2 1 1 0 1 0 0 2 2 0 0 1 2 1 1 0 1 1 0 0 1 2 2 2 1 0 2 2 0 2 
100, 20, 4, 87231.0150, 1200.4558, 1, 0 1 2 2 2 0 1 0 2 3 3 3 1 3 3 2 1 1 0 0 1 3 2 0 3 1 1 0 3 2 0 1 1 1 1 0 2 1 0 3 2 2 2 1 3 3 1 1 0 2 1 2 0 3 2 3 2 3 0 2 0 0 3 2 0 0 0 3 1 3 3 2 0 2 1 0 1 2 3 2 3 3 1 3 3 1 0 0 2 3 1 3 1 0 2 0 1 1 2 0 
50, 4, 3, 1811.6540, 1200.8132, 1, 0 1 1 0 1 0 0 1 1 1 0 1 2 2 0 2 2 0 2 2 2 2 2 1 1 0 0 0 2 1 0 2 0 2 1 2 1 0 1 0 1 2 0 0 1 2 2 0 1 1 
50, 4, 4, 4361.6060, 1200.6880, 1, 0 0 1 2 2 1 0 1 1 0 0 1 0 0 0 0 2 0 3 3 2 2 1 3 1 1 3 2 3 1 2 0 2 3 3 1 3 1 3 1 2 2 3 1 2 3 2 3 0 2 
50, 5, 3, 4140.9650, 1200.1658, 1, 0 1 1 1 0 2 2 2 1 2 1 2 0 2 2 1 1 1 0 1 0 0 0 2 2 1 0 0 0 1 1 2 0 2 2 0 1 1 0 2 1 2 0 0 1 2 2 0 2 2 
50, 5, 4, 11280.6720, 1200.8834, 1, 0 1 0 2 1 3 2 2 2 0 3 0 0 1 1 0 1 3 2 3 3 3 1 3 1 2 3 2 0 1 0 0 1 2 2 3 0 3 2 2 3 1 3 0 1 2 0 0 1 3 
100, 4, 3, 1713.6280, 1200.8527, 1, 0 1 2 1 1 1 0 1 0 1 2 1 0 0 0 0 1 1 2 0 2 2 0 1 2 0 1 2 1 1 2 1 2 0 1 2 0 1 0 2 2 0 1 2 2 0 1 1 2 2 1 0 2 2 1 1 0 1 1 2 1 1 0 1 1 2 0 0 1 2 1 0 2 0 2 1 1 0 0 1 2 0 2 2 2 1 0 0 2 2 2 0 0 0 0 2 0 2 2 0 
100, 4, 4, 2138.1490, 1200.5205, 1, 0 1 1 2 1 0 1 1 0 3 3 1 2 0 3 3 3 2 2 3 2 2 2 1 1 3 1 3 1 0 3 2 3 3 0 1 1 3 2 3 0 2 1 0 2 2 2 3 1 2 3 3 3 3 0 3 2 1 3 0 0 0 1 1 1 2 1 2 2 2 0 2 3 3 1 0 2 1 1 2 0 0 1 3 1 2 3 0 2 1 1 2 0 3 0 0 3 0 0 0 
100, 5, 3, 4170.6430, 1200.7716, 1, 0 0 1 1 2 0 0 0 2 0 2 2 0 1 0 0 2 2 2 2 2 1 1 0 1 1 2 2 1 0 1 1 0 1 0 2 1 1 0 2 0 1 2 1 1 1 2 2 0 0 0 0 2 1 1 2 2 1 1 2 0 2 1 0 0 2 0 0 1 1 2 1 0 2 0 2 0 1 2 1 1 2 2 0 1 1 1 1 2 0 2 1 2 0 1 2 0 0 2 1 
100, 5, 4, 6879.5310, 1200.9147, 1, 0 1 1 2 3 0 2 2 0 2 3 2 3 3 3 2 2 2 2 2 3 1 2 0 0 0 0 2 3 1 2 2 3 2 0 2 2 1 1 0 1 3 3 1 1 1 3 3 2 2 0 3 3 3 0 0 3 3 0 2 0 0 2 1 1 3 2 0 0 1 0 1 1 3 1 3 2 2 2 2 1 3 0 3 3 0 3 0 1 1 1 1 1 0 1 3 3 0 0 0 
