n, m, k, value, time, valid, solution
50, 2, 3, 4.6730, 1200.8362, 1, 0 1 2 2 0 1 2 0 0 2 0 0 1 2 0 1 1 0 1 2 2 2 2 2 1 2 2 0 2 0 1 0 1 1 0 1 0 1 1 0 1 1 1 2 0 2 0 1 2 2 
50, 2, 4, 136.7730, 1200.6978, 1, 0 1 1 2 1 3 2 1 1 2 1 0 0 3 1 3 0 2 2 0 3 2 0 0 0 3 3 3 3 1 0 2 1 3 0 0 2 3 0 2 1 2 1 2 1 3 3 1 3 0 
50, 3, 3, 284.5120, 1200.0746, 1, 0 0 0 1 0 2 1 0 2 1 2 2 1 1 1 0 0 0 2 2 1 0 2 0 0 0 1 2 2 2 2 1 0 1 0 1 0 1 2 2 1 0 1 0 2 2 1 2 1 2 
50, 3, 4, 1601.4820, 1200.8902, 1, 0 0 1 1 1 0 2 0 0 3 2 1 2 3 2 0 0 1 3 3 3 3 2 1 1 1 3 1 0 2 0 2 3 0 3 2 2 2 0 1 3 1 2 3 3 0 3 3 0 1 
100, 2, 3, 25.8660, 1200.2061, 1, 0 1 1 1 2 1 2 0 1 2 0 0 2 2 2 1 2 0 1 1 2 0 1 0 1 2 2 2 0 0 0 0 0 2 1 2 1 1 1 2 2 0 0 1 1 0 0 0 2 0 2 0 2 1 0 0 1 0 2 1 0 1 1 0 2 2 2 0 2 0 1 1 2 0 1 0 1 1 0 2 2 0 1 1 2 0 1 1 2 0 2 1 1 1 2 0 1 2 1 2 
100, 2, 4, 34.7760, 1200.6919, 1, 0 0 0 1 2 0 3 0 2 2 2 0 2 3 1 3 0 3 2 1 2 2 2 0 3 1 1 1 3 0 1 2 2 2 3 3 1 0 3 3 3 1 3 2 0 1 3 3 2 1 3 2 0 3 1 1 0 2 2 1 1 0 3 1 3 1 2 0 0 0 2 2 0 3 2 0 0 2 3 0 3 1 0 1 1 1 0 1 3 1 3 3 2 3 2 1 0 2 0 1 
100, 3, 3, 472.8050, 1200.1264, 1, 0 0 1 2 2 0 2 2 2 2 0 0 1 1 1 1 1 1 0 0 1 2 0 0 2 0 0 0 1 0 1 2 0 1 1 1 1 1 2 0 0 1 2 0 0 1 2 0 0 2 0 2 1 2 1 0 2 2 2 2 0 0 1 2 0 1 1 1 2 2 2 2 2 1 2 1 0 2 1 1 0 2 0 0 2 0 0 2 1 0 0 2 2 0 1 2 1 2 1 0 
100, 3, 4, 509.3540, 1200.0746, 1, 0 0 1 2 0 3 2 3 1 1 3 2 2 2 0 2 3 3 3 3 2 3 1 3 0 1 3 2 0 2 2 2 2 2 0 3 1 3 2 0 2 0 2 0 2 0 1 0 0 2 0 3 1 0 3 2 2 2 1 1 1 0 0 0 3 1 1 2 3 0 1 1 3 1 1 3 3 1 0 1 0 2 3 0 0 0 3 1 3 3 3 0 2 2 3 3 1 1 2 1 
50, 2, 5, 671.6710, 1800.4808, 1, 0 0 1 1 2 2 3 0 4 2 2 4 3 0 0 1 4 4 4 0 2 2 0 3 2 0 1 1 3 0 3 0 0 1 2 3 4 3 0 1 1 1 2 3 3 4 4 4 0 3 
50, 2, 10, 4314.9030, 1800.4233, 1, 0 1 2 3 2 4 5 1 4 1 6 2 0 6 2 3 7 8 1 9 0 9 6 3 5 0 5 8 5 9 4 6 8 1 6 5 5 3 5 4 1 7 0 8 3 9 7 8 2 7 
50, 2, 20, 16061.8770, 1800.0117, 1, 0 1 2 3 4 5 6 7 4 6 8 5 0 9 2 10 11 1 12 13 14 9 15 16 3 16 17 8 7 18 19 19 14 7 11 15 1 10 2 18 14 13 17 19 2 16 12 17 12 3 
50, 5, 5, 13626.7950, 1800.5484, 1, 0 1 0 2 0 0 2 3 3 4 2 4 2 2 4 3 2 1 2 2 2 3 3 4 1 0 4 1 0 0 3 4 4 4 1 1 3 4 2 1 1 3 0 0 3 1 4 0 0 4 
50, 5, 10, 33608.0390, 1800.2096, 1, 0 1 2 3 4 2 5 0 6 5 7 4 8 1 5 3 0 4 0 2 4 9 7 7 9 9 6 0 8 2 6 6 1 3 9 8 4 7 3 9 2 3 8 6 5 1 1 5 6 7 
50, 5, 20, 58613.9590, 1800.2961, 1, 0 1 2 3 4 5 2 6 7 8 3 9 10 11 5 12 6 4 13 14 9 13 15 16 13 8 0 17 14 16 7 4 1 18 19 12 16 8 17 15 10 18 19 17 9 11 1 0 5 14 
50, 10, 5, 56504.5750, 1800.0954, 1, 0 1 2 2 3 2 2 4 3 2 3 2 4 0 4 0 0 1 3 0 1 3 3 4 1 2 2 0 0 1 4 3 0 2 0 0 4 1 1 1 2 4 1 4 3 4 3 3 2 1 
50, 10, 10, 77404.5360, 1800.5443, 1, 0 1 2 3 4 2 5 6 6 7 2 4 0 0 8 8 6 5 9 6 7 9 1 3 3 4 2 3 6 0 7 4 0 7 7 8 5 5 9 3 8 9 9 2 1 4 1 1 8 5 
50, 10, 20, 93293.2450, 1800.7893, 1, 0 1 2 3 4 5 6 7 7 8 9 8 10 11 11 12 1 13 12 14 11 15 16 6 3 6 7 5 17 3 15 15 18 0 13 9 16 19 12 14 10 18 4 0 17 19 2 17 1 8 
50, 20, 5, 98622.1830, 1800.2596, 1, 0 1 0 2 1 3 1 4 2 0 2 3 1 3 3 2 0 0 2 0 4 3 4 4 4 3 1 4 1 3 2 1 2 4 2 3 3 0 0 4 4 0 1 0 1 3 4 1 2 2 
50, 20, 10, 116279.1560, 1800.1599, 1, 0 1 2 3 4 5 6 7 3 4 2 5 8 6 9 0 7 4 8 7 5 0 1 1 9 5 3 2 5 9 8 7 6 3 6 9 0 2 4 1 7 4 1 9 2 0 8 3 8 6 
50, 20, 20, 133675.5160, 1800.0060, 1, 0 1 2 3 4 5 6 7 8 9 10 3 4 5 6 11 12 7 13 12 14 15 13 16 17 6 7 0 13 17 16 15 5 3 18 14 8 0 15 1 19 11 2 10 18 9 19 18 17 16 
